automaton_id,module,classification,state_register,state_encoding,clock,reset,moore_mealy_drawing_style,current_state_or_mode,transition_guard_or_signal,next_state_or_update,micro_op_or_control_effect,g3_transition_row_id,source_path,source_locator
CM-PROFILE-TRACE,vit_phase_e_profile_counters,implicit,trace_count_live; trace_count_o; trace_truncated_live; trace_truncated_o; trace_read_address; trace_read_pending_o; trace_selected_valid_o,EMPTY/CAPTURING/FULL; IDLE/PENDING/VALID,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,otherwise,hold,CONTROL_ONLY,FSM_PROFILE_TRACE_TRACKERS:L94,rtl/axi/control/vit_phase_e_profile_counters.sv,L175; any; guard=otherwise; target=hold
CM-PROFILE-TRACE,vit_phase_e_profile_counters,implicit,trace_count_live; trace_count_o; trace_truncated_live; trace_truncated_o; trace_read_address; trace_read_pending_o; trace_selected_valid_o,EMPTY/CAPTURING/FULL; IDLE/PENDING/VALID,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,rst or START,"idle,selected invalid/data0",CONTROL_RESET,FSM_PROFILE_TRACE_TRACKERS:L103,rtl/axi/control/vit_phase_e_profile_counters.sv,"L175; any; guard=rst or START; target=idle,selected invalid/data0"
CM-PROFILE-TRACE,vit_phase_e_profile_counters,implicit,trace_count_live; trace_count_o; trace_truncated_live; trace_truncated_o; trace_read_address; trace_read_pending_o; trace_selected_valid_o,EMPTY/CAPTURING/FULL; IDLE/PENDING/VALID,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,selector strobe,pending=1; latch address; selected_valid=0,TRACE_READ_REQUEST,FSM_PROFILE_TRACE_TRACKERS:L104,rtl/axi/control/vit_phase_e_profile_counters.sv,L175; any; guard=selector strobe; target=pending=1; latch address; selected_valid=0
CM-PROFILE-TRACE,vit_phase_e_profile_counters,implicit,trace_count_live; trace_count_o; trace_truncated_live; trace_truncated_o; trace_read_address; trace_read_pending_o; trace_selected_valid_o,EMPTY/CAPTURING/FULL; IDLE/PENDING/VALID,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,pending,no new strobe,pending=0; if published/in-range latch RAM+valid else zero/invalid,TRACE_READ_RETURN,FSM_PROFILE_TRACE_TRACKERS:L105,rtl/axi/control/vit_phase_e_profile_counters.sv,L175; pending; guard=no new strobe; target=pending=0; if published/in-range latch RAM+valid else zero/invalid
CM-PROFILE-TRACE,vit_phase_e_profile_counters,implicit,trace_count_live; trace_count_o; trace_truncated_live; trace_truncated_o; trace_read_address; trace_read_pending_o; trace_selected_valid_o,EMPTY/CAPTURING/FULL; IDLE/PENDING/VALID,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,idle,otherwise,hold,CONTROL_ONLY,FSM_PROFILE_TRACE_TRACKERS:L106,rtl/axi/control/vit_phase_e_profile_counters.sv,L175; idle; guard=otherwise; target=hold
CM-M5-EPOCH,vit_phase_e_m5_axi_counters,implicit,running_o; snapshot_valid_o; live; published; overflow_live; overflow_published; protocol_error_live; protocol_error_published,IDLE/RUNNING/PUBLISHED,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,rst,EMPTY; clear banks/status,CONTROL_RESET,FSM_M5_EPOCH:L33,rtl/axi/control/vit_phase_e_m5_axi_counters.sv,L25; any; guard=rst; target=EMPTY; clear banks/status
CM-M5-EPOCH,vit_phase_e_m5_axi_counters,implicit,running_o; snapshot_valid_o; live; published; overflow_live; overflow_published; protocol_error_live; protocol_error_published,IDLE/RUNNING/PUBLISHED,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,start,RUN; clear live/published/status,M5_EPOCH_START,FSM_M5_EPOCH:L34,rtl/axi/control/vit_phase_e_m5_axi_counters.sv,L25; any; guard=start; target=RUN; clear live/published/status
CM-M5-EPOCH,vit_phase_e_m5_axi_counters,implicit,running_o; snapshot_valid_o; live; published; overflow_live; overflow_published; protocol_error_live; protocol_error_published,IDLE/RUNNING/PUBLISHED,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,RUN,done,PUBLISHED; commit live next and publish same next/status,M5_EPOCH_PUBLISH,FSM_M5_EPOCH:L35,rtl/axi/control/vit_phase_e_m5_axi_counters.sv,L25; RUN; guard=done; target=PUBLISHED; commit live next and publish same next/status
CM-M5-EPOCH,vit_phase_e_m5_axi_counters,implicit,running_o; snapshot_valid_o; live; published; overflow_live; overflow_published; protocol_error_live; protocol_error_published,IDLE/RUNNING/PUBLISHED,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,RUN,!done,RUN; commit next live/status,M5_ACCUMULATE,FSM_M5_EPOCH:L36,rtl/axi/control/vit_phase_e_m5_axi_counters.sv,L25; RUN; guard=!done; target=RUN; commit next live/status
CM-M5-EPOCH,vit_phase_e_m5_axi_counters,implicit,running_o; snapshot_valid_o; live; published; overflow_live; overflow_published; protocol_error_live; protocol_error_published,IDLE/RUNNING/PUBLISHED,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,EMPTY/PUBLISHED,no start,hold,CONTROL_ONLY,FSM_M5_EPOCH:L37,rtl/axi/control/vit_phase_e_m5_axi_counters.sv,L25; EMPTY/PUBLISHED; guard=no start; target=hold
CM-M7-EPOCH,vit_phase_e_m7_overlap_counters,implicit,running_o; snapshot_valid_o; live; published; overflow_live; overflow_published; error_live; error_published; claim_seen_live; claim_seen_published,IDLE/RUNNING/PUBLISHED,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,rst,EMPTY; clear banks/status/claims,CONTROL_RESET,FSM_M7_EPOCH:L34,rtl/axi/control/vit_phase_e_m7_overlap_counters.sv,L24; any; guard=rst; target=EMPTY; clear banks/status/claims
CM-M7-EPOCH,vit_phase_e_m7_overlap_counters,implicit,running_o; snapshot_valid_o; live; published; overflow_live; overflow_published; error_live; error_published; claim_seen_live; claim_seen_published,IDLE/RUNNING/PUBLISHED,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,start,RUN; clear live/published/status/claims,M7_EPOCH_START,FSM_M7_EPOCH:L35,rtl/axi/control/vit_phase_e_m7_overlap_counters.sv,L24; any; guard=start; target=RUN; clear live/published/status/claims
CM-M7-EPOCH,vit_phase_e_m7_overlap_counters,implicit,running_o; snapshot_valid_o; live; published; overflow_live; overflow_published; error_live; error_published; claim_seen_live; claim_seen_published,IDLE/RUNNING/PUBLISHED,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,RUN,done,PUBLISHED; commit and publish all next/error/claim values,M7_EPOCH_PUBLISH,FSM_M7_EPOCH:L36,rtl/axi/control/vit_phase_e_m7_overlap_counters.sv,L24; RUN; guard=done; target=PUBLISHED; commit and publish all next/error/claim values
CM-M7-EPOCH,vit_phase_e_m7_overlap_counters,implicit,running_o; snapshot_valid_o; live; published; overflow_live; overflow_published; error_live; error_published; claim_seen_live; claim_seen_published,IDLE/RUNNING/PUBLISHED,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,RUN,!done,RUN; commit live next/error/claims,M7_ACCUMULATE,FSM_M7_EPOCH:L37,rtl/axi/control/vit_phase_e_m7_overlap_counters.sv,L24; RUN; guard=!done; target=RUN; commit live next/error/claims
CM-M7-EPOCH,vit_phase_e_m7_overlap_counters,implicit,running_o; snapshot_valid_o; live; published; overflow_live; overflow_published; error_live; error_published; claim_seen_live; claim_seen_published,IDLE/RUNNING/PUBLISHED,clk,rst (synchronous active-high),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,EMPTY/PUBLISHED,no start,hold,CONTROL_ONLY,FSM_M7_EPOCH:L38,rtl/axi/control/vit_phase_e_m7_overlap_counters.sv,L24; EMPTY/PUBLISHED; guard=no start; target=hold
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,ALL,!aresetn,IDLE; clear,CONTROL_RESET,FSM_AXI_MASTER:L39,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L114-L125; ALL; guard=!aresetn; target=IDLE; clear
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,IDLE,no req_core_start,hold,CONTROL_ONLY,FSM_AXI_MASTER:L40,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L751-L829; IDLE; guard=no req_core_start; target=hold
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,IDLE,invalid logical request,"LOCAL_RESPONSE,error=1",LOCAL_ERROR_RESPONSE,FSM_AXI_MASTER:L41,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,"L751-L829; IDLE; guard=invalid logical request; target=LOCAL_RESPONSE,error=1"
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,IDLE,line hit,"LOCAL_RESPONSE,data=line word",LINE_HIT_RESPONSE,FSM_AXI_MASTER:L42,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,"L751-L829; IDLE; guard=line hit; target=LOCAL_RESPONSE,data=line word"
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,IDLE,legal linefill,"initialize descriptors,LINE_FILL",LINEFILL_START,FSM_AXI_MASTER:L43,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,"L751-L829; IDLE; guard=legal linefill; target=initialize descriptors,LINE_FILL"
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,IDLE,legal write,latch lane data/strobe;WRITE_ISSUE,WRITE_PREPARE,FSM_AXI_MASTER:L44,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L751-L829; IDLE; guard=legal write; target=latch lane data/strobe;WRITE_ISSUE
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,IDLE,otherwise legal read,SCALAR_READ_ADDRESS,READ_PREPARE,FSM_AXI_MASTER:L45,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L751-L829; IDLE; guard=otherwise legal read; target=SCALAR_READ_ADDRESS
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,SCALAR_READ_ADDRESS,AR fire,outstanding=1;SCALAR_READ_DATA,AXI_AR_ISSUE,FSM_AXI_MASTER:L46,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L830-L836; SCALAR_READ_ADDRESS; guard=AR fire; target=outstanding=1;SCALAR_READ_DATA
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,SCALAR_READ_ADDRESS,otherwise,hold,CONTROL_ONLY,FSM_AXI_MASTER:L47,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L830-L836; SCALAR_READ_ADDRESS; guard=otherwise; target=hold
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,SCALAR_READ_DATA,no R fire,hold,CONTROL_ONLY,FSM_AXI_MASTER:L48,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L837-L859; SCALAR_READ_DATA; guard=no R fire; target=hold
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,SCALAR_READ_DATA,"R fire, bad ID or !RLAST","POISON_RESPONSE,error",AXI_R_FRAMING_ERROR,FSM_AXI_MASTER:L49,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,"L837-L859; SCALAR_READ_DATA; guard=R fire, bad ID or !RLAST; target=POISON_RESPONSE,error"
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,SCALAR_READ_DATA,"R fire, framing good",LOCAL_RESPONSE; lane data; RRESP status,AXI_R_RETIRE,FSM_AXI_MASTER:L50,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,"L837-L859; SCALAR_READ_DATA; guard=R fire, framing good; target=LOCAL_RESPONSE; lane data; RRESP status"
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,LINE_FILL,exact tracker relation,LOCAL_RESPONSE or POISON_RESPONSE,LINEFILL_ACCESS,FSM_AXI_MASTER:L51,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L860-L966; LINE_FILL; guard=exact tracker relation; target=LOCAL_RESPONSE or POISON_RESPONSE
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,WRITE_ISSUE,independent AW/W fires until both complete,WRITE_RESPONSE,AXI_AW_W_ISSUE,FSM_AXI_MASTER:L52,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L967-L978; WRITE_ISSUE; guard=independent AW/W fires until both complete; target=WRITE_RESPONSE
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,WRITE_RESPONSE,B fire,LOCAL_RESPONSE; BRESP/BID status,AXI_B_RETIRE,FSM_AXI_MASTER:L53,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L979-L991; WRITE_RESPONSE; guard=B fire; target=LOCAL_RESPONSE; BRESP/BID status
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,LOCAL_RESPONSE,rsp_complete,IDLE,LOGICAL_RESPONSE_RETIRE,FSM_AXI_MASTER:L54,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L992-L1000; LOCAL_RESPONSE; guard=rsp_complete; target=IDLE
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,POISON_RESPONSE,rsp_complete,POISON_FLUSH,POISON_TOKEN_RETIRE,FSM_AXI_MASTER:L55,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L114-L125; POISON_RESPONSE; guard=rsp_complete; target=POISON_FLUSH
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,POISON_FLUSH,req FIFO empty,POISON,POISON_DRAIN_COMPLETE,FSM_AXI_MASTER:L56,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L114-L125; POISON_FLUSH; guard=req FIFO empty; target=POISON
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,POISON_FLUSH,otherwise,hold while one queued token may flush,POISON_FLUSH_TOKEN,FSM_AXI_MASTER:L57,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L114-L125; POISON_FLUSH; guard=otherwise; target=hold while one queued token may flush
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,POISON,always,hold terminal,CONTROL_ONLY,FSM_AXI_MASTER:L58,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,L1016-L1020; POISON; guard=always; target=hold terminal
CM-AXI-MASTER,vit_phase_e_axi_mem_adapter,explicit,state,"STATE_IDLE,STATE_SCALAR_READ_ADDRESS,STATE_SCALAR_READ_DATA,STATE_LINE_FILL,STATE_WRITE_ISSUE,STATE_WRITE_RESPONSE,STATE_LOCAL_RESPONSE,STATE_POISON_RESPONSE,STATE_POISON_FLUSH,STATE_POISON",aclk,aresetn (synchronous active-low),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,illegal,default,"POISON_RESPONSE,error; invalidate line",ILLEGAL_RECOVER,FSM_AXI_MASTER:L59,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,"L114-L125; illegal; guard=default; target=POISON_RESPONSE,error; invalidate line"
CM-AXI-REQ-FIFO,vit_phase_e_axi_mem_adapter,implicit,req_fifo_read_pointer; req_fifo_write_pointer; req_fifo_count,EMPTY/PARTIAL/FULL,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,reset,"0,pointers=0",CONTROL_RESET,FSM_AXI_REQ_FIFO:L33,rtl/axi/memory/vit_phase_e_axi_mem_adapter.sv,"L142; any; guard=reset; target=0,pointers=0"
